Country Name,Country Code,Series Name,Series Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Central Europe and the Baltics,CEB,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central Europe and the Baltics,CEB,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.9835968,92.57672119,90.97691345,91.4395752,92.39583588,92.8526535,93.53060913,95.18753052,96.64592743,95.71696472,94.49028778,94.34636688,96.48880005,96.3625412,97.64139557,99.05495453,97.80557251,96.34542084,95.73834229,94.55932617,95.71259308,97.32325745,97.35198212,96.45964813,96.83580017,NA,NA
Central Europe and the Baltics,CEB,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.82020569,92.45797729,90.473526,91.15431213,92.01076508,92.64404297,93.55562592,95.49604034,97.07173157,96.10858154,95.19934082,94.90545654,96.93770599,96.97470093,98.61597443,99.47703552,98.3088913,96.93829346,96.42383575,95.37628937,96.08877563,97.75758362,98.24012756,97.10870361,97.19322205,NA,NA
Central Europe and the Baltics,CEB,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.10294342,93.20908356,92.76686859,92.61639404,94.82678986,94.35721588,94.81130219,94.38059235,94.20124817,94.0831604,94.0142746,93.22055817,92.79251862,92.87665558,93.74095154,96.28520966,94.88293457,94.81832123,94.38114929,93.89984894,92.51597595,90.71945953,91.29364014,92.19910431,92.74629974,93.54364777,95.34535217,96.86361694,95.91709137,94.8525238,94.63208008,96.7183609,96.67571259,98.14012909,99.27101135,98.06331635,96.64904785,96.08938599,94.97782135,95.90536499,97.54595184,97.80768585,96.79284668,97.01926422,NA,NA
Chad,TCD,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.94,NA,NA,NA,NA,NA,NA,NA,38.43,NA,NA,NA,NA
Chad,TCD,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.93093,4.60894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.92309,4.79958,6.34858,7.10267,NA,NA,8.35553,6.56777,7.16121,7.71103,NA,11.28073025,12.72844028,14.47066975,16.57838058,20.38858986,22.73859978,20.43041992,20.5221405,NA,NA,22.99279976,23.49278069,26.53890038,27.01442909,30.12116051,NA,NA
Chad,TCD,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.6967,17.66109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.30191,21.10439,26.73241,29.1953,NA,NA,27.8496,21.98036,22.59129,23.25937,NA,28.85696983,31.63120079,34.40410995,37.81681824,43.68864059,44.4362793,39.93841171,38.90275955,NA,NA,39.82617188,39.04127121,42.50318146,43.37430954,47.31707001,NA,NA
Chad,TCD,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.27097,NA,NA,12.96457,NA,11.77937,11.11201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.65458,12.99532,16.59382,18.20985,NA,NA,18.16931,14.32929,14.93235,15.54077,NA,20.13017082,22.24477005,24.5030098,27.26267052,32.10599899,33.6473999,30.23671913,29.76231003,NA,NA,31.46050072,31.31621933,34.57453156,35.25310135,38.78453827,NA,NA
Channel Islands,CHI,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Channel Islands,CHI,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Channel Islands,CHI,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Channel Islands,CHI,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chile,CHL,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.47,NA,NA,7.92,NA,4.57,NA,4.87,NA,3.35,NA,3.48,NA,3.11,NA,NA,2.61,NA,NA,1.66,NA,NA,1.72,NA,1.3,NA,0.92,NA,NA
Chile,CHL,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.93441,84.5272,88.05689,88.94705,86.85682,87.88197,91.56887,89.65278,NA,NA,NA,NA,NA,97.4976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.12921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.93888855,97.4387207,96.27131653,NA,NA
Chile,CHL,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.4174,82.41859,85.81384,85.6313,83.80426,84.92138,88.63907,88.23489,NA,NA,NA,NA,NA,96.56347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.33483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.73680115,97.23069,97.02813721,NA,NA
Chile,CHL,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.16976,83.46433,86.92614,87.27528,85.31733,86.3883,90.0904,88.937,NA,NA,NA,NA,NA,97.02481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.23378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.83602905,97.33283234,96.65656281,NA,NA
China,CHN,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.32,NA,NA,75.75,NA,NA,60.84,NA,NA,66.58,NA,NA,57,NA,NA,42.05,NA,NA,40.54,NA,NA,31.95,NA,NA,18.75,NA,NA,14.65,NA,11.18,NA,NA,NA,NA,NA
China,CHN,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.30326,85.56887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
China,CHN,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.13113,88.98161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
China,CHN,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.60984,105.91858,105.92511,99.62998,99.42065,99.79033,93.87682,88.79852,87.3379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colombia,COL,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.64,10.5,NA,10.37,8.05,NA,NA,NA,15.23,NA,NA,19.21,15.87,20.77,14.66,12.8,11.79,10.4,20.71,17.39,10.71,9.28,8.06,6.58,7.09,6.12,NA,NA
Colombia,COL,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.26641,55.69839,56.86742,60.43346,61.38518,NA,NA,NA,NA,NA,NA,NA,74.0484,77.33288,77.03779,71.36059,69.44757,73.32136,72.59048,72.35488,85.14245,76.2397,88.31111,86.62628,84.97425,88.87939,89.82431,NA,95.69936,97.36882019,97.31269073,NA,94.90807343,NA,102.1441498,105.5700378,111.3294296,113.0886765,112.0981674,116.5726624,114.7272415,NA,NA,NA,NA,NA
Colombia,COL,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.79809,49.53202,49.82774,52.62708,52.8133,NA,NA,NA,NA,NA,NA,NA,67.24459,69.90685,70.75534,64.72867,71.97246,67.20609,66.49985,66.25703,62.358,69.76633,75.5346,79.36203,80.36453,84.00001,85.43351,NA,91.1766,92.45925903,92.49581909,NA,90.3603363,NA,97.98264313,101.6853409,107.4754562,108.6540985,108.8235397,112.7499084,112.1135025,NA,NA,NA,NA,NA
Colombia,COL,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.1935,52.57123,53.29628,56.47311,57.0367,NA,NA,NA,NA,NA,NA,NA,70.5947,73.56352,73.84867,67.99333,70.73011,70.214,69.49482,69.25492,73.55794,72.94743,81.81144,82.92981,82.62786,86.39491,87.58864,NA,93.39546,94.8670578,94.85739899,92.17437744,92.58965302,NA,100.0220566,103.5888824,109.3641129,110.8273315,110.4282532,114.6229935,113.3939438,NA,NA,NA,NA,NA
Comoros,COM,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Comoros,COM,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.85122,47.22814,NA,NA,NA,NA,40.66137,NA,NA,NA,NA,NA,NA,50.53596115,NA,NA,61.6280899,61.30529022,69.42822266,NA,NA,68.32598114,69.8273468,NA,NA,NA,NA,75.77420044,NA,NA
Comoros,COM,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.90744,59.91579,NA,NA,NA,NA,47.63636,NA,NA,NA,NA,NA,NA,54.91865921,NA,NA,70.02729034,69.5776825,73.2145462,NA,NA,74.18151855,89.50798035,NA,NA,NA,NA,71.93505859,NA,NA
Comoros,COM,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.39341,NA,NA,NA,NA,66.45583,53.61229,NA,NA,NA,NA,44.17667,38.58302,46.34452,NA,NA,NA,NA,52.7508812,NA,NA,65.87892151,65.4932785,71.34622955,NA,NA,71.2964325,79.81508636,NA,NA,NA,NA,73.82196045,NA,NA
"Congo, Dem. Rep.",ZAR,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.21,NA,NA,NA,NA,NA,NA,NA,77.18,NA,NA,NA
"Congo, Dem. Rep.",ZAR,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.06888,23.05307,NA,NA,NA,34.50298,38.14953,41.65839,NA,43.13705,46.38928,48.22863,51.85795,55.58992,NA,NA,NA,36.62942,NA,NA,38.9632,36.11899,45.04396,36.89444,NA,NA,NA,NA,32.08726883,NA,NA,33.90507126,NA,NA,NA,NA,44.20182037,49.29861069,51.65890121,54.9679184,55.68349838,62.10322952,64.90775299,NA,NA
"Congo, Dem. Rep.",ZAR,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.74319,64.0773,NA,NA,NA,73.16705,75.3838,78.99815,NA,76.68672,77.74511,80.81169,81.88285,82.64302,NA,NA,NA,64.17862,NA,NA,65.66035,60.9293,66.64802,57.10871,NA,NA,NA,NA,37.32172012,NA,NA,50.55759048,NA,NA,NA,NA,65.32917786,70.87841797,74.3603363,72.98526764,77.41944122,83.48095703,79.93488312,NA,NA
"Congo, Dem. Rep.",ZAR,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.38805,43.55149,NA,NA,NA,53.83871,56.77153,60.33682,NA,59.92861,62.08632,64.54248,66.89444,69.1422,NA,NA,NA,50.43575,NA,NA,52.34795,48.55924,55.87827,47.03365,NA,NA,NA,NA,34.71363068,NA,NA,42.26166153,NA,NA,NA,NA,54.79742813,60.11832809,63.03879929,63.99845123,66.57711029,72.81775665,72.43971252,NA,NA
"Congo, Rep.",COG,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.22,NA,NA,NA,NA,NA,28.71,NA,NA,NA,NA
"Congo, Rep.",COG,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.70183,58.55217,47.39464,57.31477,61.65049,64.54155,66.25971,72.8409,74.99886,75.86222,74.83005,71.87073,73.35175,72.29196,74.55528,76.10671,75.47628,69.2481,60.09083,51.14188,63.50577,63.49069,53.49055,NA,50.21331,NA,NA,32.34827042,NA,57.43096924,59.77933884,55.43132019,78.71501923,69.30117035,74.05744934,73.37693787,68.40814209,66.95065308,67.22634888,75.39894104,77.39270782,NA,NA,NA
"Congo, Rep.",COG,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.04118,81.43933,68.4534,77.77778,78.28332,80.93762,79.90532,87.23474,87.02194,83.02964,83.0896,73.55095,78.76103,74.6632,74.64794,74.08696,75.64535,70.15312,61.02071,60.59157,62.78606,65.41803,55.97784,NA,49.60526,NA,NA,31.16212082,NA,57.40769958,61.01734161,58.7696991,85.94325256,74.42034149,81.59297943,78.44593048,72.4849472,71.94497681,71.48986053,76.77065277,68.61961365,NA,NA,NA
"Congo, Rep.",COG,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.83467,60.4284,70.05692,57.98029,67.60064,70.01116,72.78346,73.11979,80.07833,81.04526,79.46683,78.98361,72.71568,76.07242,73.48479,74.6019,75.09027,75.56139,69.7038,60.55914,55.90162,63.14327,64.4615,54.74351,NA,49.90708,NA,NA,31.75167084,NA,57.41926956,60.40158081,57.10900879,82.34703064,71.87336731,77.84372711,75.92408752,70.45697021,69.46105194,69.36972809,76.08851624,72.98274231,NA,NA,NA
Costa Rica,CRI,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.9,NA,NA,NA,NA,13.95,NA,NA,12.77,9.92,11.66,9.64,8.01,6.65,6.94,7.96,6.47,5.06,6.37,6.48,6.54,6.34,6.11,5.59,4.37,4.37,2.4,2.71,3.33,1.61,1.75,1.72,1.68,NA,NA
Costa Rica,CRI,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.78629,76.97587,86.09146,88.59937,86.76281,87.3012,83.34149,91.89427,89.5419,86.25175,86.55468,89.79839,90.05065,NA,NA,78.9541,78.77239,75.99864,76.84311,76.56011,NA,81.07647,83.05281,84.54458,83.51408,81.99566,84.05078,NA,NA,83.59870148,88.57805634,92.25605774,93.92375946,NA,95.72907257,94.86057281,91.8312912,93.59670258,95.58354187,96.82579803,96.96784973,100.5345993,96.66777039,90.789711,NA,NA
Costa Rica,CRI,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.67734,73.23296,82.11913,86.59212,85.4924,81.71474,78.63179,85.77999,82.75031,81.43727,82.1673,85.23631,85.42559,NA,NA,75.70025,77.37688,74.81683,74.93284,74.18833,NA,77.9108,79.85735,82.04675,80.06228,78.77272,78.72315,NA,NA,79.01056671,84.92617035,88.50079346,92.34765625,NA,93.63101959,93.05718994,88.66259003,90.64383698,91.18060303,95.10473633,94.89102173,97.05776215,93.8044281,89.31520081,NA,NA
Costa Rica,CRI,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.71494,75.07494,84.07467,87.5804,86.11776,84.46247,80.94299,88.77403,86.07041,83.78861,84.31029,87.46574,87.68761,81.09573,74.11571,77.29494,78.06041,75.39533,75.86736,75.34781,74.7721,79.45632,81.41636,83.26449,81.7439,80.34206,81.31657,NA,NA,81.24092102,86.70070648,90.32557678,93.11347198,NA,94.65007782,93.93312836,90.20227051,92.07904053,93.32095337,95.94151306,95.90077972,98.74846649,95.19690704,90.03231049,NA,NA
Cote d'Ivoire,CIV,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.81,3.1,6.66,10.68,NA,NA,NA,21.58,19.22,NA,19.11,NA,NA,25.66,NA,NA,NA,23.03,NA,NA,NA,NA,NA,29.02,NA,NA,NA,NA,NA,NA,NA
Cote d'Ivoire,CIV,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.56675,23.9399,NA,30.82914,33.38792,34.6424,35.66431,38.14211,41.76241,NA,39.67507,38.48495,35.02738,34.32933,35.06629,34.64243,33.87855,31.81205,33.3881,31.27695,32.4247,33.30455,32.14964,33.30848,31.34933,32.98443,NA,34.85343933,41.06095886,NA,NA,NA,NA,36.55604935,40.27286148,NA,42.00563812,NA,52.92919922,52.69863129,53.46672821,NA,NA
Cote d'Ivoire,CIV,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.37478,55.44492,NA,63.23971,66.41764,65.83322,67.98282,70.2419,73.84033,NA,70.61143,68.74431,57.06648,59.58988,57.99633,59.42948,54.41417,52.50925,58.57193,52.33512,53.65045,52.64068,50.98566,52.80162,49.93189,48.83297,NA,54.90251923,61.9859581,NA,NA,NA,NA,58.83343887,57.69898987,NA,58.4679718,NA,65.2371521,69.58177185,67.4332962,NA,NA
Cote d'Ivoire,CIV,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.53209,39.73513,43.55625,47.03678,49.93513,50.27383,51.85033,54.19973,57.78649,NA,55.13481,53.5925,46.01824,46.91774,46.51076,47.02238,44.13655,42.1494,45.96246,41.79839,43.03321,42.96807,41.56111,43.04683,40.64483,40.92359,44.10686111,44.9233017,51.57640076,NA,NA,NA,NA,47.77598953,49.04413986,NA,50.29090881,NA,59.12524033,61.19567108,60.49578857,NA,NA
Croatia,HRV,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.24,0.09,0.09,NA,NA,0,NA,NA,NA,0,0.03,0,0.85,NA,NA,NA,NA
Croatia,HRV,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.911,85.03498,86.50672,92.48277,91.47029114,92.31118011,95.63347626,95.80963898,93.95088959,NA,99.34716797,97.36667633,100.9758682,97.67604065,93.27304077,91.38627625,93.36844635,92.88580322,NA,NA,NA
Croatia,HRV,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.6771,85.96647,87.39048,93.06525,92.64891815,94.12724304,95.94795227,98.27088165,94.97274017,NA,97.98262024,98.8631897,101.5696716,96.73104858,92.92282104,91.48970795,93.93447113,93.45593262,NA,NA,NA
Croatia,HRV,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.65597,80.79117,85.51168,86.95841,92.78017,92.07167816,93.23805237,95.79418182,97.06802368,94.47366333,NA,98.64836884,98.1328125,101.2799072,97.19200897,93.09358978,91.43929291,93.65869904,93.17816162,NA,NA,NA
Cuba,CUB,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cuba,CUB,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.47207,62.89597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.45619202,96.20722961,95.92565918,100.497467,95.46385956,91.49655914,91.05110931,89.98059082,91.58226776,88.53939056,97.31208801,98.75244904,98.87091064,95.80721283,94.27455902,NA,NA
Cuba,CUB,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.55729,54.0008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.85215759,95.6222229,95.26252747,99.83467102,94.85899353,91.46005249,91.77565002,90.31765747,91.55117798,88.45639038,97.45211792,97.52845764,97.95263672,95.42430115,92.0993576,NA,NA
Cuba,CUB,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.91364,58.36622,65.51224,75.48746,79.63281,93.69448,111.34345,119.57741,114.4053,105.85464,96.9412,87.14619,95.83849,100.46637,97.38069,94.23206,97.11251,95.2328,96.12166,93.77327,94.01335,86.35705,83.33659,95.74454,95.91732,96.46279,NA,NA,94.12098694,95.90711212,95.58538055,100.1574936,95.15361786,91.47782898,91.42282867,90.15352631,91.56632233,88.49681091,97.38391876,98.12438965,98.39932251,95.61036682,93.15525818,NA,NA
Curacao,CUW,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
